#	cycles
1	32364303
1	32047767
2	64712815
2	64083866
3	97062631
3	96119834
4	129414638
4	128155802
5	161763047
5	160191770
6	194106814
6	192227738
7	226457700
7	224263706
8	258811489
8	256299674
9	291159414
9	288335642
10	323502940
10	320371610
