#	cycles
1	28543496
1	28543567
2	57070095
2	57070198
3	85617442
3	85617584
4	114170137
4	114170327
5	142651564
5	142651795
6	171229010
6	171229285
7	199761874
7	199762191
8	228285623
8	228285985
9	256795623
9	256796030
10	285283676
10	285284119
