#	cycles
1	30602276
1	30473819
2	61179710
2	60924848
3	91780407
3	91401168
4	122384230
4	121879543
5	152917252
5	152287845
6	183550608
6	182797997
7	214131358
7	213252303
8	244711012
8	243707923
9	275269923
9	274143474
10	305815828
10	304560610
